State,County,Votes Biden,Votes Trump
Alabama,Autauga County,7450,19764
Alabama,Baldwin County,24344,83055
Alabama,Barbour County,4772,5605
Alabama,Bibb County,1982,7508
Alabama,Blount County,2627,24595
Alabama,Bullock County,3439,1143
Alabama,Butler County,3953,5448
Alabama,Calhoun County,15118,34964
Alabama,Chambers County,6356,8748
Alabama,Cherokee County,1619,10562
Alabama,Chilton County,3056,16052
Alabama,Choctaw County,3126,4294
Alabama,Clarke County,5730,7310
Alabama,Clay County,1262,5589
Alabama,Cleburne County,672,6472
Alabama,Coffee County,5050,16832
Alabama,Colbert County,7057,17311
Alabama,Conecuh County,2951,3435
Alabama,Coosa County,1794,3626
Alabama,Covington County,2717,14579
Alabama,Crenshaw County,1700,4864
Alabama,Cullman County,4454,36804
Alabama,Dale County,5154,14281
Alabama,Dallas County,12228,5523
Alabama,DeKalb County,4271,24744
Alabama,Elmore County,10304,30089
Alabama,Escambia County,4894,10844
Alabama,Etowah County,11487,35343
Alabama,Fayette County,1390,7295
Alabama,Franklin County,2085,10364
Alabama,Geneva County,1592,10844
Alabama,Greene County,4329,850
Alabama,Hale County,4687,3190
Alabama,Henry County,2589,6593
Alabama,Houston County,12738,32384
Alabama,Jackson County,3709,19644
Alabama,Jefferson County,180936,138443
Alabama,Lamar County,978,6168
Alabama,Lauderdale County,11872,31578
Alabama,Lawrence County,3544,12266
Alabama,Lee County,27600,42019
Alabama,Limestone County,13510,34337
Alabama,Lowndes County,4968,1835
Alabama,Macon County,7084,1539
Alabama,Madison County,86885,102395
Alabama,Marengo County,5476,5337
Alabama,Marion County,1457,12190
Alabama,Marshall County,5880,33094
Alabama,Mobile County,78754,100605
Alabama,Monroe County,4425,6129
Alabama,Montgomery County,64065,33122
Alabama,Morgan County,13159,39504
Alabama,Perry County,3849,1336
Alabama,Pickens County,4017,5590
Alabama,Pike County,5613,8020
Alabama,Randolph County,2203,8548
Alabama,Russell County,11078,9796
Alabama,Shelby County,33036,79428
Alabama,St. Clair County,7698,36119
Alabama,Sumter County,4639,1598
Alabama,Talladega County,13092,22210
Alabama,Tallapoosa County,5815,14905
Alabama,Tuscaloosa County,28560,47367
Alabama,Walker County,4826,25947
Alabama,Washington County,2253,6554
Alabama,Wilcox County,4036,1826
Alabama,Winston County,974,10187
Arizona,Apache County,16574,7491
Arizona,Cochise County,21238,29908
Arizona,Coconino County,43815,26212
Arizona,Gila County,8875,18241
Arizona,Graham County,4034,10747
Arizona,Greenlee County,1182,2433
Arizona,La Paz County,2050,4542
Arizona,Maricopa County,972570,912115
Arizona,Mohave County,23993,74553
Arizona,Navajo County,22541,26024
Arizona,Pima County,291697,193543
Arizona,Pinal County,62672,84729
Arizona,Santa Cruz County,13121,6179
Arizona,Yavapai County,48488,88037
Arizona,Yuma County,28297,32614
Arkansas,Arkansas County,1813,4301
Arkansas,Ashley County,2119,5540
Arkansas,Baxter County,4625,15810
Arkansas,Benton County,41894,76605
Arkansas,Boone County,3061,13644
Arkansas,Bradley County,1208,2332
Arkansas,Calhoun County,467,1609
Arkansas,Carroll County,3941,7352
Arkansas,Chicot County,2252,1750
Arkansas,Clark County,5341,6432
Arkansas,Clay County,959,4084
Arkansas,Cleburne County,1962,10292
Arkansas,Cleveland County,649,2857
Arkansas,Columbia County,2781,5469
Arkansas,Conway County,2593,5672
Arkansas,Craighead County,11854,25482
Arkansas,Crawford County,4936,18566
Arkansas,Crittenden County,8325,7244
Arkansas,Cross County,1759,4928
Arkansas,Dallas County,963,1573
Arkansas,Desha County,2016,1920
Arkansas,Drew County,2408,4338
Arkansas,Faulkner County,18267,34338
Arkansas,Franklin County,1298,5664
Arkansas,Fulton County,1031,3944
Arkansas,Garland County,14043,29065
Arkansas,Grant County,1268,6791
Arkansas,Greene County,3045,12651
Arkansas,Hempstead County,3294,8067
Arkansas,Hot Spring County,3053,9178
Arkansas,Howard County,1333,3358
Arkansas,Independence County,2798,11232
Arkansas,Izard County,1019,4615
Arkansas,Jackson County,1360,3583
Arkansas,Jefferson County,14882,9500
Arkansas,Johnson County,2262,6867
Arkansas,Lafayette County,820,1730
Arkansas,Lawrence County,1080,4569
Arkansas,Lee County,1423,1286
Arkansas,Lincoln County,1031,2725
Arkansas,Little River County,1226,3714
Arkansas,Logan County,1544,6438
Arkansas,Lonoke County,6684,22884
Arkansas,Madison County,1555,5630
Arkansas,Marion County,1526,5767
Arkansas,Miller County,4235,11907
Arkansas,Mississippi County,4542,7262
Arkansas,Monroe County,1146,1545
Arkansas,Montgomery County,722,3021
Arkansas,Nevada County,1076,2133
Arkansas,Newton County,709,3192
Arkansas,Ouachita County,3395,5253
Arkansas,Perry County,1005,3466
Arkansas,Phillips County,3561,2393
Arkansas,Pike County,643,3514
Arkansas,Poinsett County,1388,5852
Arkansas,Polk County,1242,7018
Arkansas,Pope County,5747,18041
Arkansas,Prairie County,646,2764
Arkansas,Pulaski County,98855,62389
Arkansas,Randolph County,1203,5327
Arkansas,Saline County,16042,39519
Arkansas,Scott County,364,1790
Arkansas,Searcy County,587,3365
Arkansas,Sebastian County,14371,31024
Arkansas,Sevier County,1116,3884
Arkansas,Sharp County,1392,5923
Arkansas,St. Francis County,3571,3221
Arkansas,Stone County,1173,4605
Arkansas,Union County,5559,10446
Arkansas,Van Buren County,1566,5962
Arkansas,Washington County,43327,47229
Arkansas,White County,5909,24057
Arkansas,Woodruff County,849,1543
Arkansas,Yell County,1275,5205
California,Alameda County,355743,69871
California,Alpine County,473,238
California,Amador County,8011,13427
California,Butte County,44455,41182
California,Calaveras County,8804,13275
California,Colusa County,2926,3953
California,Contra Costa County,265942,86253
California,Del Norte County,4324,5647
California,El Dorado County,47635,54177
California,Fresno County,147683,123941
California,Glenn County,3315,6139
California,Humboldt County,28123,12208
California,Imperial County,25109,10300
California,Inyo County,3894,3393
California,Kern County,69278,71254
California,Kings County,16618,21779
California,Lake County,6874,3955
California,Lassen County,2474,6975
California,Los Angeles County,2486527,933314
California,Madera County,17879,21834
California,Marin County,84014,14486
California,Mariposa County,4056,5921
California,Mendocino County,18303,6312
California,Merced County,34978,26808
California,Modoc County,1063,2675
California,Mono County,3884,2433
California,Monterey County,84211,30854
California,Napa County,32228,11368
California,Nevada County,17861,11697
California,Orange County,722307,596907
California,Placer County,81572,74784
California,Plumas County,4465,6247
California,Riverside County,247045,195014
California,Sacramento County,219638,112260
California,San Benito County,14153,8155
California,San Bernardino County,302270,226891
California,San Diego County,801422,478651
California,San Francisco County,325099,46296
California,San Joaquin County,89077,56191
California,San Luis Obispo County,69339,44380
California,San Mateo County,225185,54456
California,Santa Barbara County,103902,47471
California,Santa Clara County,418893,127303
California,Santa Cruz County,109745,25485
California,Shasta County,24891,45912
California,Sierra County,730,1138
California,Siskiyou County,9272,12825
California,Solano County,120681,62777
California,Sonoma County,153342,40478
California,Stanislaus County,72651,62194
California,Sutter County,12325,14359
California,Tehama County,6543,11777
California,Trinity County,2383,2513
California,Tulare County,53554,62645
California,Tuolumne County,11808,17302
California,Ventura County,216447,135555
California,Yolo County,40635,13381
California,Yuba County,7800,10574
Colorado,Adams County,132951,94874
Colorado,Alamosa County,3624,3676
Colorado,Arapahoe County,211498,126124
Colorado,Archuleta County,3693,5126
Colorado,Baca County,313,1840
Colorado,Bent County,723,1468
Colorado,Boulder County,150247,39289
Colorado,Broomfield County,28871,16188
Colorado,Chaffee County,7112,6180
Colorado,Cheyenne County,127,966
Colorado,Clear Creek County,3495,2618
Colorado,Conejos County,1936,2269
Colorado,Costilla County,1279,713
Colorado,Crowley County,427,1262
Colorado,Custer County,1104,2433
Colorado,Delta County,5862,13013
Colorado,Denver County,270034,55014
Colorado,Dolores County,332,1080
Colorado,Douglas County,103550,119993
Colorado,Eagle County,18095,9685
Colorado,El Paso County,153836,191810
Colorado,Elbert County,4395,13722
Colorado,Fremont County,7170,17231
Colorado,Garfield County,15070,14404
Colorado,Gilpin County,2199,1815
Colorado,Grand County,4579,4759
Colorado,Gunnison County,6976,3599
Colorado,Hinsdale County,255,353
Colorado,Huerfano County,2071,2193
Colorado,Jackson County,173,680
Colorado,Jefferson County,217891,148043
Colorado,Kiowa County,98,795
Colorado,Kit Carson County,644,3084
Colorado,La Plata County,20363,14146
Colorado,Lake County,2287,1492
Colorado,Larimer County,125765,91197
Colorado,Las Animas County,3465,4255
Colorado,Lincoln County,467,2118
Colorado,Logan County,2201,7987
Colorado,Mesa County,30106,53344
Colorado,Mineral County,317,425
Colorado,Moffat County,1186,5627
Colorado,Montezuma County,5802,9267
Colorado,Montrose County,7648,16658
Colorado,Morgan County,3741,9407
Colorado,Otero County,3552,5696
Colorado,Ouray County,2341,1547
Colorado,Park County,4786,6864
Colorado,Phillips County,477,1945
Colorado,Pitkin County,8906,2739
Colorado,Prowers County,1438,3977
Colorado,Pueblo County,43070,41502
Colorado,Rio Blanco County,557,3047
Colorado,Rio Grande County,2488,3645
Colorado,Routt County,10523,5883
Colorado,Saguache County,1857,1389
Colorado,San Juan County,342,202
Colorado,San Miguel County,3890,1081
Colorado,Sedgwick County,297,1120
Colorado,Summit County,12535,5275
Colorado,Teller County,5224,11158
Colorado,Washington County,363,2537
Colorado,Weld County,65169,94965
Colorado,Yuma County,763,4037
Connecticut,Andover,1058,998
Connecticut,Ansonia,4521,3797
Connecticut,Ashford,1330,1160
Connecticut,Avon,7299,4469
Connecticut,Barkhamsted,1154,1228
Connecticut,Beacon Falls,1543,2191
Connecticut,Berlin,6008,6687
Connecticut,Bethany,1912,1718
Connecticut,Bethel,6270,4734
Connecticut,Bethlehem,937,1393
Connecticut,Bloomfield,5518,1114
Connecticut,Bolton,1723,1482
Connecticut,Bozrah,703,817
Connecticut,Branford,10173,6896
Connecticut,Bridgeport,22251,6582
Connecticut,Bridgewater,667,549
Connecticut,Bristol,15463,13834
Connecticut,Brookfield,5426,5246
Connecticut,Brooklyn,1895,2301
Connecticut,Burlington,3099,3034
Connecticut,Canaan,437,209
Connecticut,Canterbury,1182,1755
Connecticut,Canton,3878,2663
Connecticut,Chaplin,598,662
Connecticut,Cheshire,5329,1620
Connecticut,Chester,1701,853
Connecticut,Clinton,4267,3259
Connecticut,Colchester,5216,4243
Connecticut,Colebrook,403,571
Connecticut,Columbia,1888,1600
Connecticut,Cornwall,760,250
Connecticut,Coventry,4011,3545
Connecticut,Cromwell,4872,3749
Connecticut,Danbury,18869,12788
Connecticut,Darien,7876,4921
Connecticut,Deep River,1785,1076
Connecticut,Derby,2963,2749
Connecticut,Durham,2038,2222
Connecticut,East Granby,1789,1405
Connecticut,East Haddam,2962,2699
Connecticut,East Hampton,4051,3746
Connecticut,East Hartford,14787,5524
Connecticut,East Haven,6569,7488
Connecticut,East Lyme,7290,4285
Connecticut,East Windsor,3891,2889
Connecticut,Eastford,320,516
Connecticut,Easton,2777,2178
Connecticut,Ellington,4787,4515
Connecticut,Enfield,11263,9298
Connecticut,Essex,3011,1635
Connecticut,Fairfield,23040,12049
Connecticut,Farmington,9706,6160
Connecticut,Franklin,553,674
Connecticut,Glastonbury,13842,7976
Connecticut,Goshen,902,1161
Connecticut,Granby,4027,3166
Connecticut,Greenwich,21441,13044
Connecticut,Griswold,2565,3257
Connecticut,Groton,10699,6272
Connecticut,Guilford,8403,4262
Connecticut,Haddam,2728,2693
Connecticut,Hamden,21839,7685
Connecticut,Hampton,572,551
Connecticut,Hartford,28295,4117
Connecticut,Hartland,457,818
Connecticut,Harwinton,1401,2247
Connecticut,Hebron,3388,2731
Connecticut,Kent,1249,568
Connecticut,Killingly,3402,4678
Connecticut,Killingworth,2343,1979
Connecticut,Lebanon,2052,2268
Connecticut,Ledyard,4471,3629
Connecticut,Lisbon,1099,1331
Connecticut,Litchfield,2673,2555
Connecticut,Lyme,1165,576
Connecticut,Madison,7625,4638
Connecticut,Manchester,19455,8530
Connecticut,Mansfield,5608,1708
Connecticut,Marlborough,2119,1861
Connecticut,Meriden,14955,9981
Connecticut,Middlebury,2259,2741
Connecticut,Middlefield,1442,1356
Connecticut,Middletown,15508,7611
Connecticut,Milford,17626,13997
Connecticut,Monroe,5838,5989
Connecticut,Montville,4406,4242
Connecticut,Morris,653,874
Connecticut,Naugatuck,4379,3145
Connecticut,New Britain,15936,7678
Connecticut,New Canaan,7296,4854
Connecticut,New Fairfield,4101,4343
Connecticut,New Hartford,2089,2382
Connecticut,New Haven,21957,4898
Connecticut,New London,6912,2045
Connecticut,New Milford,8004,7493
Connecticut,Newington,5321,5644
Connecticut,Newtown,9750,7292
Connecticut,Norfolk,659,381
Connecticut,North Branford,3718,4786
Connecticut,North Canaan,862,812
Connecticut,North Haven,3229,1180
Connecticut,North Stonington,1601,1710
Connecticut,Norwalk,29382,13311
Connecticut,Norwich,9306,5643
Connecticut,Old Lyme,3225,2095
Connecticut,Old Saybrook,4253,2995
Connecticut,Orange,4816,4317
Connecticut,Oxford,3269,5118
Connecticut,Plainfield,2849,4080
Connecticut,Plainville,4670,4811
Connecticut,Plymouth,2477,3984
Connecticut,Pomfret,1357,1126
Connecticut,Portland,3155,2641
Connecticut,Preston,1270,1529
Connecticut,Prospect,2110,3935
Connecticut,Putnam,2063,2193
Connecticut,Redding,3829,2052
Connecticut,Ridgefield,10114,5646
Connecticut,Rocky Hill,6081,4630
Connecticut,Roxbury,937,660
Connecticut,Salem,1285,1291
Connecticut,Salisbury,2023,502
Connecticut,Scotland,406,537
Connecticut,Seymour,4011,5242
Connecticut,Sharon,1019,510
Connecticut,Shelton,10837,12747
Connecticut,Sherman,1234,1076
Connecticut,Simsbury,10296,5575
Connecticut,Somers,2445,3204
Connecticut,South Windsor,9595,5628
Connecticut,Southbury,6570,6260
Connecticut,Southington,12855,13473
Connecticut,Sprague,641,882
Connecticut,Stafford,2809,3461
Connecticut,Stamford,32477,16074
Connecticut,Sterling,639,1229
Connecticut,Stonington,7453,4240
Connecticut,Stratford,16210,10004
Connecticut,Suffield,4363,4155
Connecticut,Thomaston,1526,2759
Connecticut,Thompson,2050,3005
Connecticut,Tolland,5103,3975
Connecticut,Torrington,7283,9220
Connecticut,Trumbull,11421,9565
Connecticut,Union,249,307
Connecticut,Vernon,9259,5848
Connecticut,Voluntown,566,918
Connecticut,Wallingford,13560,11831
Connecticut,Warren,465,470
Connecticut,Washington,1461,770
Connecticut,Waterbury,21573,14155
Connecticut,Waterford,6917,5124
Connecticut,Watertown,4587,7973
Connecticut,West Hartford,27298,8451
Connecticut,West Haven,14245,8126
Connecticut,Westbrook,2288,1958
Connecticut,Weston,4733,1680
Connecticut,Westport,5270,841
Connecticut,Wethersfield,9612,6413
Connecticut,Willington,1674,1445
Connecticut,Wilton,7113,3605
Connecticut,Winchester,2304,2799
Connecticut,Windham,5365,2824
Connecticut,Windsor,13183,4090
Connecticut,Windsor Locks,3751,3156
Connecticut,Wolcott,3333,6519
Connecticut,Woodbridge,3855,1816
Connecticut,Woodbury,3181,3295
Connecticut,Woodstock,2548,2520
Delaware,Kent County,44518,40976
Delaware,New Castle County,194238,87685
Delaware,Sussex County,56657,71196
District of Columbia,District of Columbia,29509,1149
District of Columbia,Ward 2,24247,2365
District of Columbia,Ward 3,33584,2972
District of Columbia,Ward 4,35117,1467
District of Columbia,Ward 5,36585,1416
District of Columbia,Ward 6,44699,3360
District of Columbia,Ward 7,30253,885
District of Columbia,Ward 8,24567,835
Florida,Alachua County,89527,50891
Florida,Baker County,2037,11911
Florida,Bay County,25538,65993
Florida,Bradford County,3160,10334
Florida,Brevard County,148403,207700
Florida,Broward County,617689,332960
Florida,Calhoun County,1206,5269
Florida,Charlotte County,42240,73202
Florida,Citrus County,27049,65230
Florida,Clay County,38248,84422
Florida,Collier County,77529,128820
Florida,Columbia County,8900,23819
Florida,DeSoto County,4249,8292
Florida,Dixie County,1364,6757
Florida,Duval County,251952,233316
Florida,Escambia County,70824,96573
Florida,Flagler County,28124,42991
Florida,Franklin County,2118,4675
Florida,Gadsden County,16139,7461
Florida,Gilchrist County,1700,7893
Florida,Glades County,1384,3781
Florida,Gulf County,1985,6111
Florida,Hamilton County,1959,3811
Florida,Hardee County,2291,6120
Florida,Hendry County,4925,7898
Florida,Hernando County,37446,70321
Florida,Highlands County,16861,34787
Florida,Hillsborough County,374714,326158
Florida,Holmes County,924,8074
Florida,Indian River County,37801,58797
Florida,Jackson County,6749,15466
Florida,Jefferson County,3893,4474
Florida,Lafayette County,507,3126
Florida,Lake County,83273,125687
Florida,Lee County,156957,232075
Florida,Leon County,103364,57384
Florida,Levy County,6189,16721
Florida,Liberty County,693,2846
Florida,Madison County,3747,5576
Florida,Manatee County,90007,124827
Florida,Marion County,74802,127744
Florida,Martin County,36873,61133
Florida,Miami-Dade County,617289,532460
Florida,Monroe County,21848,25668
Florida,Nassau County,15542,42502
Florida,Okaloosa County,34165,79633
Florida,Okeechobee County,4380,11460
Florida,Orange County,394602,245162
Florida,Osceola County,97157,73373
Florida,Palm Beach County,432117,333927
Florida,Pasco County,118767,179343
Florida,Pinellas County,277191,275949
Florida,Polk County,144775,194271
Florida,Putnam County,10512,25496
Florida,Santa Rosa County,27560,77306
Florida,Sarasota County,119892,148065
Florida,Seminole County,132213,125035
Florida,St. Johns County,63808,110886
Florida,St. Lucie County,84005,86748
Florida,Sumter County,29326,62753
Florida,Suwannee County,4480,16387
Florida,Taylor County,2288,7725
Florida,Union County,1052,5130
Florida,Volusia County,130395,173544
Florida,Wakulla County,5346,12868
Florida,Walton County,10333,32924
Florida,Washington County,2344,9869
Georgia,Appling County,1779,6526
Georgia,Atkinson County,825,2300
Georgia,Bacon County,625,4018
Georgia,Baker County,652,894
Georgia,Baldwin County,9106,8893
Georgia,Banks County,926,7774
Georgia,Barrow County,10448,26794
Georgia,Bartow County,12053,37623
Georgia,Ben Hill County,2392,4109
Georgia,Berrien County,1268,6409
Georgia,Bibb County,43234,26506
Georgia,Bleckley County,1311,4326
Georgia,Brantley County,697,6980
Georgia,Brooks County,2786,4254
Georgia,Bryan County,6739,14244
Georgia,Bulloch County,11198,18358
Georgia,Burke County,5206,5399
Georgia,Butts County,3271,8403
Georgia,Calhoun County,1259,923
Georgia,Camden County,7963,15242
Georgia,Candler County,1257,3129
Georgia,Carroll County,16237,37475
Georgia,Catoosa County,6927,25142
Georgia,Charlton County,1100,3419
Georgia,Chatham County,78128,53173
Georgia,Chattahoochee County,667,879
Georgia,Chattooga County,1852,8058
Georgia,Cherokee County,42683,99474
Georgia,Clarke County,35882,14385
Georgia,Clay County,790,637
Georgia,Clayton County,94365,15671
Georgia,Clinch County,744,2104
Georgia,Cobb County,221234,164965
Georgia,Coffee County,4463,10532
Georgia,Colquitt County,4185,11776
Georgia,Columbia County,29175,49952
Georgia,Cook County,2058,4900
Georgia,Coweta County,24072,51405
Georgia,Crawford County,1615,4428
Georgia,Crisp County,2980,4982
Georgia,Dade County,1258,6058
Georgia,Dawson County,2486,13393
Georgia,Decatur County,4772,6752
Georgia,DeKalb County,305197,57993
Georgia,Dodge County,2170,5839
Georgia,Dooly County,1908,2155
Georgia,Dougherty County,24407,10419
Georgia,Douglas County,42587,25301
Georgia,Early County,2437,2719
Georgia,Echols County,167,1256
Georgia,Effingham County,7706,23340
Georgia,Elbert County,2858,6212
Georgia,Emanuel County,2884,6551
Georgia,Evans County,1323,2888
Georgia,Fannin County,2571,12144
Georgia,Fayette County,31854,36312
Georgia,Floyd County,10818,26843
Georgia,Forsyth County,42177,85081
Georgia,Franklin County,1593,9066
Georgia,Fulton County,373569,135043
Georgia,Gilmer County,2905,13382
Georgia,Glascock County,155,1403
Georgia,Glynn County,15857,25581
Georgia,Gordon County,4382,19385
Georgia,Grady County,3608,7027
Georgia,Greene County,4083,7068
Georgia,Gwinnett County,236336,163937
Georgia,Habersham County,3559,16616
Georgia,Hall County,25002,64105
Georgia,Hancock County,2982,1159
Georgia,Haralson County,1792,12326
Georgia,Harris County,5450,14305
Georgia,Hart County,3157,9463
Georgia,Heard County,823,4515
Georgia,Henry County,73118,48136
Georgia,Houston County,32149,41468
Georgia,Irwin County,1008,3134
Georgia,Jackson County,7641,29491
Georgia,Jasper County,1759,5809
Georgia,Jeff Davis County,1028,4695
Georgia,Jefferson County,4053,3534
Georgia,Jenkins County,1265,2158
Georgia,Johnson County,1222,2850
Georgia,Jones County,4884,9960
Georgia,Lamar County,2612,6322
Georgia,Lanier County,1019,2509
Georgia,Laurens County,7875,14351
Georgia,Lee County,4556,11998
Georgia,Liberty County,13051,7944
Georgia,Lincoln County,1432,3175
Georgia,Long County,2015,3508
Georgia,Lowndes County,19832,25520
Georgia,Lumpkin County,3122,12160
Georgia,Macon County,2857,1783
Georgia,Madison County,3364,11146
Georgia,Marion County,1311,2275
Georgia,McDuffie County,4168,6165
Georgia,McIntosh County,2611,4016
Georgia,Meriwether County,4281,6522
Georgia,Miller County,747,2063
Georgia,Mitchell County,3990,4933
Georgia,Monroe County,4384,11060
Georgia,Montgomery County,976,2959
Georgia,Morgan County,3349,8218
Georgia,Murray County,2300,12938
Georgia,Muscogee County,49201,29949
Georgia,Newton County,29781,23867
Georgia,Oconee County,8156,16590
Georgia,Oglethorpe County,2435,5591
Georgia,Paulding County,29658,54460
Georgia,Peach County,5910,6491
Georgia,Pickens County,2808,14075
Georgia,Pierce County,1099,7899
Georgia,Pike County,1503,9124
Georgia,Polk County,3650,13576
Georgia,Pulaski County,1217,2805
Georgia,Putnam County,3340,8207
Georgia,Quitman County,497,604
Georgia,Rabun County,1984,7474
Georgia,Randolph County,1671,1391
Georgia,Richmond County,58776,26707
Georgia,Rockdale County,31199,12990
Georgia,Schley County,462,1799
Georgia,Screven County,2661,3915
Georgia,Seminole County,1251,2607
Georgia,Spalding County,11356,17337
Georgia,Stephens County,2385,9359
Georgia,Stewart County,1175,796
Georgia,Sumter County,6318,5732
Georgia,Talbot County,2113,1390
Georgia,Taliaferro County,561,360
Georgia,Tattnall County,2059,6048
Georgia,Taylor County,1382,2405
Georgia,Telfair County,1480,2822
Georgia,Terrell County,2375,2003
Georgia,Thomas County,8690,12950
Georgia,Tift County,5306,10775
Georgia,Toombs County,2935,7865
Georgia,Towns County,1549,6374
Georgia,Treutlen County,952,2101
Georgia,Troup County,11542,18097
Georgia,Turner County,1410,2349
Georgia,Twiggs County,2040,2368
Georgia,Union County,2801,12638
Georgia,Upson County,4201,8602
Georgia,Walker County,5764,23166
Georgia,Walton County,12609,37590
Georgia,Ware County,4223,9909
Georgia,Warren County,1488,1177
Georgia,Washington County,4721,4658
Georgia,Wayne County,2678,9964
Georgia,Webster County,639,748
Georgia,Wheeler County,688,1583
Georgia,White County,2387,12137
Georgia,Whitfield County,10649,25591
Georgia,Wilcox County,862,2403
Georgia,Wilkes County,2155,2820
Georgia,Wilkinson County,2075,2664
Georgia,Worth County,2395,6826
Hawaii,Hawaii County,58683,26851
Hawaii,Honolulu County,238601,136061
Hawaii,Kauai County,21217,11579
Hawaii,Maui County,47301,22111
Idaho,Ada County,120539,130699
Idaho,Adams County,591,1941
Idaho,Bannock County,14682,23331
Idaho,Bear Lake County,350,2814
Idaho,Benewah County,977,3878
Idaho,Bingham County,4124,15295
Idaho,Blaine County,8919,4031
Idaho,Boise County,1214,3495
Idaho,Bonner County,8310,18369
Idaho,Bonneville County,14254,37805
Idaho,Boundary County,1220,4937
Idaho,Butte County,188,1202
Idaho,Camas County,149,507
Idaho,Canyon County,25881,61759
Idaho,Caribou County,431,2906
Idaho,Cassia County,1464,7907
Idaho,Clark County,41,264
Idaho,Clearwater County,877,3453
Idaho,Custer County,603,2089
Idaho,Elmore County,2601,7246
Idaho,Franklin County,657,5845
Idaho,Fremont County,998,5548
Idaho,Gem County,1803,7951
Idaho,Gooding County,1256,4659
Idaho,Idaho County,1561,7826
Idaho,Jefferson County,1658,12099
Idaho,Jerome County,1893,5734
Idaho,Kootenai County,24312,62837
Idaho,Latah County,10199,9463
Idaho,Lemhi County,1032,3592
Idaho,Lewis County,349,1489
Idaho,Lincoln County,414,1469
Idaho,Madison County,2666,13559
Idaho,Minidoka County,1550,6265
Idaho,Nez Perce County,6686,13738
Idaho,Oneida County,249,2148
Idaho,Owyhee County,816,3819
Idaho,Payette County,2161,8862
Idaho,Power County,865,2116
Idaho,Shoshone County,1693,4216
Idaho,Teton County,3318,2858
Idaho,Twin Falls County,9391,25897
Idaho,Valley County,2976,3947
Idaho,Washington County,1073,4154
Illinois,Adams County,8569,24131
Illinois,Alexander County,2522,3056
Illinois,Bond County,2275,5612
Illinois,Boone County,10372,13762
Illinois,Brown County,485,1930
Illinois,Bureau County,6545,10296
Illinois,Calhoun County,674,2043
Illinois,Carroll County,2737,5098
Illinois,Cass County,1615,3624
Illinois,Champaign County,54412,34537
Illinois,Christian County,4286,11505
Illinois,Clark County,1990,6215
Illinois,Clay County,1129,5626
Illinois,Clinton County,4459,14264
Illinois,Coles County,7997,13981
Illinois,Cook County,1327394,472127
Illinois,Cook Suburbs,566905,314989
Illinois,Crawford County,2198,7025
Illinois,Cumberland County,1141,4595
Illinois,De Witt County,2171,5623
Illinois,DeKalb County,24484,21818
Illinois,Douglas County,2327,6221
Illinois,DuPage County,269638,187957
Illinois,Edgar County,1869,6169
Illinois,Edwards County,488,2833
Illinois,Effingham County,3700,14983
Illinois,Fayette County,1815,8025
Illinois,Ford County,1691,4956
Illinois,Franklin County,2035,8765
Illinois,Fulton County,6371,9798
Illinois,Gallatin County,621,2019
Illinois,Greene County,1349,4767
Illinois,Grundy County,9445,16372
Illinois,Hamilton County,821,3429
Illinois,Hancock County,1114,5309
Illinois,Hardin County,0,0
Illinois,Henderson County,1186,2391
Illinois,Henry County,9762,15266
Illinois,Iroquois County,2895,10858
Illinois,Jackson County,3749,7066
Illinois,Jasper County,1006,4492
Illinois,Jefferson County,4597,12461
Illinois,Jersey County,2956,8699
Illinois,Jo Daviess County,5097,7161
Illinois,Johnson County,1280,5052
Illinois,Kane County,129116,96196
Illinois,Kankakee County,20112,28410
Illinois,Kendall County,31394,28515
Illinois,Knox County,10421,11818
Illinois,Lake County,144674,105416
Illinois,LaSalle County,21491,29482
Illinois,Lawrence County,1414,4849
Illinois,Lee County,6368,9584
Illinois,Livingston County,4568,12134
Illinois,Logan County,3769,9042
Illinois,Macon County,19633,28373
Illinois,Macoupin County,7313,16058
Illinois,Madison County,56845,75727
Illinois,Marion County,4396,12540
Illinois,Marshall County,2004,4196
Illinois,Mason County,1984,4645
Illinois,Massac County,1719,4989
Illinois,McDonough County,4973,7009
Illinois,McHenry County,73610,79396
Illinois,McLean County,43719,40365
Illinois,Menard County,2003,4722
Illinois,Mercer County,3212,5328
Illinois,Monroe County,6489,14046
Illinois,Montgomery County,3889,9504
Illinois,Morgan County,5020,9903
Illinois,Moultrie County,1645,4938
Illinois,Ogle County,9300,15092
Illinois,Peoria County,42600,37612
Illinois,Perry County,2609,7305
Illinois,Piatt County,3302,6219
Illinois,Pike County,1458,6235
Illinois,Pope County,432,1720
Illinois,Pulaski County,891,1699
Illinois,Putnam County,1309,1978
Illinois,Randolph County,3590,11065
Illinois,Richland County,1355,7988
Illinois,Rock Island County,36647,28585
Illinois,Saline County,2786,8096
Illinois,Sangamon County,48756,53303
Illinois,Schuyler County,1064,2767
Illinois,Scott County,569,2104
Illinois,Shelby County,2488,9396
Illinois,St. Clair County,66698,56000
Illinois,Stark County,814,2000
Illinois,Stephenson County,8756,12253
Illinois,Tazewell County,24486,42194
Illinois,Union County,2575,6157
Illinois,Vermilion County,10313,20710
Illinois,Wabash County,1248,4228
Illinois,Warren County,3087,4671
Illinois,Washington County,1639,6110
Illinois,Wayne County,1185,7172
Illinois,White County,1517,5788
Illinois,Whiteside County,12195,14472
Illinois,Will County,174226,149695
Illinois,Williamson County,10107,22681
Illinois,Winnebago County,58721,60390
